epoch,avg_score,avg_score_bin,success_rate
0,0.28270821468904617,0.2,0.5
1,0.2430100567638874,0.1,0.5
2,0.14250600328668953,0.0,0.5
3,0.33748600706458093,0.2,0.5
4,0.23052134178578854,0.1,0.5
5,0.36661677099764345,0.2,0.5
6,0.44440033957362174,0.4,0.5
7,0.35230685621500013,0.2,0.5
8,0.45616582222282887,0.3,0.5
9,0.17511951997876168,0.0,0.5
